temperature,mixing_ratio,refresh_count,elapsed_time,growth_percentage,remaining_time
24.0,1:5:5,5,472,62,179
26.0,1:1:1,5,254,31,175
28.0,1:2:2,2,751,83,127
26.0,1:5:5,7,132,57,56
26.0,1:1:1,4,380,34,250
24.0,1:10:10,2,1743,29,1237
26.0,1:1:1,4,380,24,288
24.0,1:1:1,4,548,45,301
24.0,1:1:1,8,149,54,68
25.0,1:2:2,3,791,51,387
28.0,1:1:1,4,295,80,58
28.0,1:2:2,6,152,48,79
25.0,1:1:1,3,692,82,124
26.0,1:2:2,2,965,27,704
28.0,1:2:2,1,1120,100,0
24.0,1:10:10,3,1168,30,817
24.0,1:10:10,5,525,53,246
28.0,1:2:2,2,751,41,443
28.0,1:10:10,1,1400,70,420
28.0,1:5:5,7,103,55,46
25.0,1:1:1,7,126,38,78
25.0,1:5:5,7,162,79,34
28.0,1:10:10,1,1400,49,714
26.0,1:1:1,3,566,67,186
26.0,1:5:5,3,728,56,320
26.0,1:2:2,8,118,23,90
24.0,1:10:10,6,352,28,253
26.0,1:5:5,6,219,48,113
24.0,1:1:1,8,149,68,47
28.0,1:2:2,2,751,70,225
28.0,1:10:10,5,283,77,65
26.0,1:2:2,7,118,90,11
24.0,1:10:10,3,1168,58,490
26.0,1:10:10,6,244,42,141
28.0,1:10:10,1,1400,54,644
25.0,1:1:1,8,126,15,107
25.0,1:5:5,5,400,60,160
26.0,1:1:1,3,566,63,209
26.0,1:10:10,4,542,80,108
28.0,1:2:2,1,1120,36,716
28.0,1:5:5,7,103,34,67
26.0,1:10:10,5,363,39,221
28.0,1:5:5,3,566,75,141
28.0,1:2:2,2,751,97,22
28.0,1:10:10,5,283,77,65
26.0,1:10:10,1,1800,53,846
24.0,1:10:10,3,1168,74,303
24.0,1:2:2,8,170,29,120
25.0,1:10:10,6,298,54,137
26.0,1:5:5,1,1620,30,1134
25.0,1:10:10,5,444,40,266
26.0,1:2:2,4,434,61,169
26.0,1:5:5,4,488,73,131
28.0,1:10:10,6,189,42,109
26.0,1:5:5,1,1620,31,1117
24.0,1:10:10,7,212,58,89
25.0,1:1:1,5,311,45,171
28.0,1:2:2,2,751,56,330
25.0,1:1:1,1,1540,56,677
24.0,1:1:1,1,1820,28,1310
28.0,1:1:1,4,295,105,-14
28.0,1:1:1,5,198,83,33
24.0,1:2:2,8,170,42,98
26.0,1:10:10,4,542,43,308
24.0,1:1:1,8,149,4,143
25.0,1:2:2,3,791,38,490
24.0,1:10:10,5,525,57,225
26.0,1:5:5,7,132,41,77
28.0,1:5:5,6,171,61,66
26.0,1:5:5,5,327,79,68
28.0,1:10:10,5,283,45,155
24.0,1:1:1,4,548,16,460
25.0,1:5:5,4,596,70,178
25.0,1:1:1,8,126,66,42
24.0,1:5:5,4,705,50,352
25.0,1:2:2,2,1180,71,342
28.0,1:2:2,5,226,71,65
26.0,1:5:5,4,488,68,156
28.0,1:2:2,3,503,62,191
26.0,1:1:1,7,103,85,15
25.0,1:2:2,3,791,28,569
26.0,1:1:1,2,845,27,616
24.0,1:1:1,7,149,40,89
28.0,1:5:5,4,380,86,53
24.0,1:2:2,3,935,55,420
28.0,1:2:2,8,91,71,26
28.0,1:5:5,3,566,78,124
24.0,1:5:5,5,472,55,212
25.0,1:1:1,7,126,46,68
26.0,1:1:1,7,103,70,30
28.0,1:5:5,5,254,53,119
26.0,1:1:1,5,254,55,114
28.0,1:2:2,8,91,81,17
26.0,1:5:5,4,488,79,102
26.0,1:10:10,3,809,59,331
28.0,1:10:10,2,938,54,431
28.0,1:1:1,8,80,58,33
26.0,1:2:2,8,118,58,49
24.0,1:10:10,1,2600,19,2106
24.0,1:5:5,4,705,44,394
25.0,1:10:10,3,989,7,919
26.0,1:5:5,7,132,58,55
24.0,1:2:2,8,170,66,57
24.0,1:10:10,2,1743,45,958
25.0,1:1:1,7,126,73,34
28.0,1:1:1,5,198,60,79
24.0,1:10:10,2,1743,48,906
26.0,1:2:2,6,195,47,103
26.0,1:2:2,6,195,64,70
26.0,1:1:1,7,103,28,74
25.0,1:1:1,5,311,49,158
25.0,1:10:10,5,444,0,444
25.0,1:10:10,1,2200,25,1650
24.0,1:1:1,5,367,18,300
24.0,1:1:1,8,149,46,80
28.0,1:2:2,4,337,59,138
24.0,1:2:2,5,420,47,222
25.0,1:1:1,3,692,41,408
25.0,1:10:10,5,444,70,133
26.0,1:2:2,1,1440,90,143
24.0,1:10:10,3,1168,41,689
26.0,1:10:10,3,809,55,364
24.0,1:5:5,5,472,16,396
26.0,1:2:2,3,647,62,245
26.0,1:10:10,2,1207,36,772
28.0,1:2:2,1,1120,56,492
26.0,1:1:1,8,103,78,22
28.0,1:1:1,1,980,70,294
26.0,1:10:10,3,809,55,364
24.0,1:2:2,3,935,28,673
25.0,1:1:1,6,208,8,191
26.0,1:5:5,4,488,53,229
24.0,1:2:2,2,1394,32,947
28.0,1:2:2,1,1120,60,448
28.0,1:10:10,4,422,73,113
28.0,1:2:2,7,91,58,38
26.0,1:1:1,6,171,11,152
28.0,1:5:5,7,103,74,26
26.0,1:2:2,1,1440,53,676
26.0,1:1:1,6,171,6,160
26.0,1:5:5,7,132,15,112
28.0,1:5:5,5,254,63,93
28.0,1:10:10,5,283,59,116
24.0,1:1:1,1,1820,19,1474
26.0,1:2:2,3,647,34,427
26.0,1:1:1,5,254,67,83
25.0,1:1:1,6,208,65,72
26.0,1:5:5,6,219,94,13
24.0,1:10:10,4,783,49,399
25.0,1:1:1,8,126,54,57
25.0,1:5:5,3,890,84,142
26.0,1:2:2,8,118,74,30
26.0,1:1:1,5,254,21,200
28.0,1:10:10,5,283,69,87
24.0,1:10:10,3,1168,49,595
25.0,1:5:5,8,162,80,32
25.0,1:10:10,4,663,36,424
25.0,1:5:5,6,268,59,109
25.0,1:10:10,5,444,12,390
24.0,1:10:10,2,1743,47,923
24.0,1:5:5,2,1569,55,706
25.0,1:10:10,8,180,26,133
25.0,1:1:1,8,126,48,65
26.0,1:5:5,4,488,44,273
26.0,1:2:2,8,118,70,35
25.0,1:5:5,3,890,51,436
26.0,1:1:1,1,1260,43,718
24.0,1:2:2,5,420,69,130
26.0,1:1:1,7,103,40,61
26.0,1:10:10,6,244,76,58
25.0,1:10:10,4,663,46,358
28.0,1:2:2,6,152,28,109
24.0,1:10:10,7,212,35,137
25.0,1:2:2,7,144,36,92
26.0,1:2:2,2,965,81,183
25.0,1:10:10,2,1475,30,1032
24.0,1:5:5,1,2340,58,982
26.0,1:1:1,2,845,64,304
25.0,1:2:2,1,1760,68,563
26.0,1:10:10,2,1207,8,1110
28.0,1:1:1,8,80,51,39
24.0,1:10:10,3,1168,36,747
24.0,1:5:5,2,1569,42,910
28.0,1:10:10,4,422,22,329
28.0,1:10:10,3,629,36,402
24.0,1:1:1,2,1220,41,719
28.0,1:5:5,1,1260,48,655
28.0,1:5:5,2,845,51,414
26.0,1:1:1,5,254,37,160
24.0,1:10:10,4,783,47,414
24.0,1:2:2,1,2080,23,1601
24.0,1:10:10,3,1168,39,712
26.0,1:10:10,8,147,30,102
24.0,1:5:5,7,191,45,105
26.0,1:10:10,1,1800,33,1205
28.0,1:5:5,1,1260,64,453
28.0,1:5:5,2,845,33,566
28.0,1:1:1,1,980,67,323
25.0,1:1:1,4,464,62,176
24.0,1:5:5,5,472,38,292
28.0,1:5:5,4,380,51,186
25.0,1:5:5,4,596,43,339
24.0,1:10:10,5,525,79,110
28.0,1:5:5,3,566,80,113
25.0,1:2:2,5,355,60,142
28.0,1:5:5,5,254,38,157
25.0,1:10:10,2,1475,65,516
25.0,1:1:1,4,464,32,315
28.0,1:2:2,4,337,83,57
28.0,1:1:1,3,440,88,52
26.0,1:10:10,8,147,38,91
26.0,1:1:1,8,103,34,67
26.0,1:2:2,1,1440,52,691
25.0,1:1:1,6,208,12,183
24.0,1:1:1,7,149,25,111
25.0,1:5:5,4,596,69,184
28.0,1:5:5,5,254,98,5
28.0,1:1:1,7,80,67,26
28.0,1:5:5,8,103,75,25
24.0,1:5:5,1,2340,21,1848
26.0,1:10:10,8,147,36,94
26.0,1:1:1,1,1260,53,592
24.0,1:5:5,4,705,52,338
26.0,1:10:10,2,1207,53,567
26.0,1:1:1,8,103,50,51
28.0,1:10:10,2,938,76,225
25.0,1:1:1,1,1540,89,169
26.0,1:2:2,4,434,66,147
24.0,1:2:2,3,935,45,514
24.0,1:5:5,3,1051,40,630
28.0,1:5:5,7,103,67,33
28.0,1:5:5,3,566,84,90
24.0,1:5:5,7,191,22,148
24.0,1:2:2,2,1394,48,724
28.0,1:10:10,1,1400,63,518
26.0,1:10:10,6,244,16,204
25.0,1:5:5,8,162,35,105
24.0,1:2:2,5,420,42,243
25.0,1:2:2,6,238,58,99
25.0,1:2:2,2,1180,46,637
26.0,1:2:2,6,195,23,150
24.0,1:10:10,4,783,46,422
24.0,1:10:10,3,1168,53,548
24.0,1:2:2,3,935,72,261
24.0,1:10:10,4,783,18,642
26.0,1:10:10,8,147,60,58
25.0,1:1:1,4,464,47,245
26.0,1:1:1,1,1260,33,844
24.0,1:5:5,3,1051,66,357
24.0,1:10:10,2,1743,38,1080
25.0,1:10:10,6,298,58,125
28.0,1:10:10,7,114,55,51
24.0,1:5:5,4,705,9,641
28.0,1:2:2,6,152,66,51
24.0,1:2:2,4,626,61,244
24.0,1:10:10,8,212,67,69
24.0,1:10:10,2,1743,44,976
28.0,1:10:10,2,938,87,121
25.0,1:1:1,3,692,51,339
24.0,1:1:1,3,818,90,81
26.0,1:1:1,3,566,20,452
28.0,1:10:10,5,283,25,212
24.0,1:2:2,5,420,31,289
28.0,1:1:1,4,295,23,227
24.0,1:2:2,1,2080,72,582
25.0,1:2:2,5,355,59,145
24.0,1:2:2,1,2080,53,977
24.0,1:2:2,2,1394,18,1143
28.0,1:1:1,8,80,74,20
26.0,1:10:10,3,809,13,703
26.0,1:5:5,5,327,34,215
28.0,1:5:5,7,103,88,12
26.0,1:2:2,4,434,39,264
26.0,1:2:2,4,434,36,277
28.0,1:5:5,8,103,44,57
26.0,1:2:2,4,434,22,338
25.0,1:5:5,3,890,77,204
24.0,1:1:1,3,818,26,605
28.0,1:5:5,2,845,84,135
24.0,1:1:1,7,149,36,95
24.0,1:2:2,1,2080,53,977
24.0,1:1:1,1,1820,36,1164
24.0,1:2:2,8,170,28,122
26.0,1:5:5,6,219,49,111
28.0,1:5:5,6,171,55,76
26.0,1:10:10,4,542,72,151
28.0,1:5:5,1,1260,41,743
24.0,1:1:1,7,149,57,64
24.0,1:1:1,8,149,44,83
26.0,1:5:5,6,219,42,127
26.0,1:2:2,4,434,33,290
26.0,1:10:10,8,147,55,66
28.0,1:1:1,8,80,91,7
26.0,1:5:5,7,132,52,63
24.0,1:5:5,8,191,5,181
25.0,1:2:2,1,1760,59,721
26.0,1:1:1,3,566,47,299
24.0,1:1:1,6,246,54,113
26.0,1:10:10,1,1800,69,558
24.0,1:5:5,8,191,32,129
26.0,1:5:5,6,219,42,127
24.0,1:5:5,7,191,35,124
24.0,1:1:1,1,1820,38,1128
24.0,1:2:2,6,281,21,221
24.0,1:5:5,1,2340,49,1193
28.0,1:10:10,7,114,92,9
24.0,1:5:5,2,1569,-3,1616
26.0,1:10:10,8,147,65,51
24.0,1:5:5,3,1051,35,683
28.0,1:5:5,8,103,69,31
25.0,1:1:1,7,126,74,32
28.0,1:10:10,3,629,97,18
24.0,1:1:1,8,149,40,89
26.0,1:1:1,1,1260,46,680
28.0,1:1:1,8,80,21,63
28.0,1:2:2,3,503,63,186
26.0,1:10:10,4,542,54,249
26.0,1:2:2,8,118,50,59
28.0,1:5:5,6,171,87,22
28.0,1:5:5,3,566,33,379
28.0,1:10:10,1,1400,73,378
24.0,1:10:10,6,352,15,299
28.0,1:1:1,6,133,51,65
24.0,1:1:1,1,1820,45,1001
28.0,1:5:5,1,1260,78,277
25.0,1:2:2,8,144,74,37
26.0,1:2:2,6,195,26,144
26.0,1:5:5,4,488,38,302
26.0,1:5:5,8,132,56,58
25.0,1:1:1,8,126,49,64
25.0,1:1:1,2,1032,44,577
25.0,1:2:2,5,355,50,177
25.0,1:2:2,4,530,57,227
24.0,1:1:1,3,818,24,621
26.0,1:2:2,2,965,50,482
24.0,1:5:5,8,191,56,84
25.0,1:2:2,2,1180,92,94
26.0,1:5:5,7,132,47,69
28.0,1:10:10,3,629,45,345
28.0,1:5:5,7,103,100,0
25.0,1:5:5,6,268,65,93
26.0,1:5:5,2,1086,88,130
25.0,1:1:1,3,692,38,429
28.0,1:5:5,4,380,57,163
24.0,1:5:5,3,1051,19,851
25.0,1:5:5,8,162,21,127
24.0,1:10:10,1,2600,68,831
24.0,1:1:1,4,548,41,323
26.0,1:1:1,2,845,64,304
28.0,1:1:1,5,198,88,23
25.0,1:10:10,6,298,63,110
24.0,1:2:2,2,1394,23,1073
28.0,1:5:5,5,254,83,43
26.0,1:1:1,4,380,55,170
26.0,1:1:1,3,566,55,254
25.0,1:5:5,8,162,55,72
24.0,1:2:2,2,1394,9,1268
28.0,1:1:1,8,80,81,15
26.0,1:10:10,4,542,60,216
26.0,1:10:10,7,147,30,102
25.0,1:2:2,1,1760,12,1548
26.0,1:10:10,2,1207,20,965
25.0,1:2:2,7,144,27,105
26.0,1:10:10,3,809,68,258
26.0,1:2:2,6,195,36,124
24.0,1:5:5,8,191,32,129
24.0,1:2:2,3,935,69,289
24.0,1:5:5,1,2340,31,1614
25.0,1:5:5,3,890,77,204
28.0,1:2:2,2,751,110,-75
26.0,1:1:1,7,103,48,53
28.0,1:2:2,2,751,89,82
25.0,1:1:1,5,311,50,155
28.0,1:2:2,8,91,43,51
28.0,1:10:10,4,422,11,375
26.0,1:1:1,7,103,64,37
24.0,1:10:10,5,525,36,336
24.0,1:1:1,2,1220,56,536
26.0,1:5:5,4,488,60,195
24.0,1:1:1,4,548,37,345
25.0,1:5:5,1,1980,65,693
24.0,1:1:1,7,149,30,104
26.0,1:10:10,5,363,61,141
28.0,1:2:2,2,751,31,518
28.0,1:1:1,1,980,44,548
24.0,1:1:1,1,1820,46,982
24.0,1:2:2,7,170,-4,176
24.0,1:10:10,7,212,-8,228
26.0,1:2:2,1,1440,28,1036
24.0,1:5:5,5,472,71,136
28.0,1:5:5,8,103,47,54
26.0,1:1:1,1,1260,62,478
24.0,1:2:2,4,626,48,325
25.0,1:2:2,6,238,8,218
25.0,1:5:5,8,162,61,63
25.0,1:5:5,6,268,56,117
26.0,1:10:10,2,1207,32,820
24.0,1:2:2,4,626,22,488
26.0,1:2:2,7,118,39,71
26.0,1:2:2,7,118,58,49
26.0,1:1:1,1,1260,81,239
26.0,1:1:1,6,171,57,73
28.0,1:5:5,2,845,75,211
24.0,1:1:1,2,1220,50,610
24.0,1:2:2,5,420,0,420
28.0,1:5:5,5,254,59,104
24.0,1:1:1,7,149,78,32
28.0,1:10:10,2,938,39,572
25.0,1:1:1,3,692,50,346
26.0,1:2:2,1,1440,70,432
26.0,1:1:1,3,566,56,249
26.0,1:1:1,5,254,64,91
28.0,1:1:1,6,133,41,78
28.0,1:1:1,8,80,55,36
25.0,1:10:10,1,2200,82,396
26.0,1:10:10,3,809,55,364
24.0,1:5:5,3,1051,3,1019
25.0,1:1:1,5,311,43,177
25.0,1:2:2,1,1760,49,897
28.0,1:2:2,3,503,42,291
28.0,1:2:2,6,152,46,82
28.0,1:5:5,1,1260,73,340
28.0,1:1:1,1,980,69,303
24.0,1:2:2,2,1394,45,766
28.0,1:10:10,5,283,60,113
26.0,1:2:2,5,291,34,192
25.0,1:10:10,8,180,48,93
26.0,1:5:5,6,219,20,175
26.0,1:2:2,7,118,22,92
26.0,1:10:10,3,809,72,226
28.0,1:1:1,1,980,51,480
28.0,1:5:5,4,380,62,144
24.0,1:2:2,2,1394,28,1003
24.0,1:10:10,5,525,66,178
28.0,1:1:1,3,440,37,277
24.0,1:5:5,8,191,23,147
28.0,1:1:1,7,80,90,7
28.0,1:2:2,5,226,50,113
26.0,1:5:5,5,327,36,209
28.0,1:2:2,4,337,62,128
25.0,1:2:2,4,530,73,143
25.0,1:1:1,5,311,33,208
28.0,1:5:5,1,1260,90,125
28.0,1:1:1,3,440,78,96
28.0,1:1:1,2,657,77,151
25.0,1:2:2,4,530,13,461
25.0,1:10:10,1,2200,8,2024
28.0,1:2:2,6,152,103,-4
26.0,1:2:2,5,291,60,116
24.0,1:2:2,5,420,37,264
25.0,1:1:1,3,692,75,173
28.0,1:5:5,6,171,56,75
26.0,1:2:2,8,118,76,28
28.0,1:2:2,5,226,47,119
28.0,1:1:1,5,198,69,61
26.0,1:2:2,6,195,68,62
26.0,1:1:1,4,380,45,209
28.0,1:2:2,2,751,52,360
25.0,1:5:5,8,162,78,35
28.0,1:5:5,5,254,97,7
25.0,1:2:2,8,144,35,93
26.0,1:1:1,6,171,98,3
28.0,1:1:1,5,198,36,126
24.0,1:5:5,4,705,36,451
28.0,1:10:10,5,283,59,116
26.0,1:2:2,6,195,29,138
26.0,1:5:5,8,132,72,36
26.0,1:2:2,3,647,47,342
24.0,1:2:2,3,935,53,439
24.0,1:10:10,5,525,66,178
25.0,1:2:2,5,355,65,124
26.0,1:1:1,4,380,71,110
26.0,1:2:2,2,965,53,453
26.0,1:10:10,5,363,39,221
24.0,1:10:10,2,1743,84,278
28.0,1:2:2,1,1120,74,291
25.0,1:5:5,8,162,48,84
26.0,1:1:1,2,845,68,270
28.0,1:5:5,3,566,52,271
24.0,1:10:10,5,525,43,299
24.0,1:1:1,6,246,30,172
25.0,1:2:2,3,791,65,276
24.0,1:5:5,8,191,51,93
28.0,1:2:2,6,152,33,101
25.0,1:2:2,2,1180,94,70
28.0,1:2:2,8,91,20,72
28.0,1:2:2,6,152,18,124
26.0,1:10:10,8,147,73,39
25.0,1:10:10,6,298,55,134
25.0,1:5:5,8,162,53,76
28.0,1:10:10,5,283,43,161
28.0,1:2:2,6,152,64,54
26.0,1:10:10,6,244,64,87
25.0,1:5:5,7,162,58,68
28.0,1:10:10,3,629,60,251
24.0,1:5:5,8,191,27,139
24.0,1:5:5,7,191,27,139
26.0,1:1:1,8,103,42,59
24.0,1:5:5,4,705,22,549
24.0,1:1:1,8,149,33,99
25.0,1:5:5,2,1327,63,490
25.0,1:5:5,4,596,48,309
25.0,1:2:2,8,144,24,109
25.0,1:10:10,4,663,74,172
24.0,1:2:2,1,2080,-10,2288
28.0,1:10:10,8,114,70,34
24.0,1:2:2,8,170,15,144
28.0,1:2:2,7,91,31,62
24.0,1:10:10,4,783,14,673
24.0,1:2:2,6,281,43,160
25.0,1:5:5,8,162,55,72
26.0,1:10:10,7,147,67,48
25.0,1:1:1,8,126,80,25
25.0,1:2:2,8,144,28,103
28.0,1:10:10,4,422,37,265
25.0,1:5:5,1,1980,56,871
25.0,1:1:1,7,126,49,64
25.0,1:1:1,8,126,27,91
24.0,1:10:10,2,1743,29,1237
26.0,1:10:10,8,147,28,105
26.0,1:5:5,7,132,61,51
26.0,1:1:1,1,1260,50,630
24.0,1:10:10,1,2600,32,1767
26.0,1:10:10,4,542,71,157
24.0,1:5:5,8,191,65,66
25.0,1:10:10,7,180,35,117
28.0,1:2:2,8,91,93,6
24.0,1:1:1,1,1820,40,1092
24.0,1:1:1,4,548,66,186
25.0,1:2:2,7,144,57,61
28.0,1:1:1,5,198,58,83
28.0,1:5:5,6,171,64,61
26.0,1:1:1,6,171,45,94
25.0,1:10:10,6,298,77,68
26.0,1:10:10,6,244,87,31
24.0,1:2:2,6,281,33,188
26.0,1:5:5,5,327,64,117
26.0,1:1:1,6,171,52,82
28.0,1:5:5,7,103,26,76
25.0,1:10:10,5,444,76,106
24.0,1:10:10,4,783,73,211
24.0,1:1:1,6,246,47,130
24.0,1:1:1,8,149,6,140
25.0,1:10:10,2,1475,64,531
26.0,1:5:5,5,327,53,153
26.0,1:1:1,1,1260,64,453
26.0,1:2:2,6,195,69,60
25.0,1:5:5,1,1980,57,851
25.0,1:1:1,6,208,53,97
25.0,1:2:2,5,355,72,99
28.0,1:5:5,1,1260,75,315
28.0,1:5:5,4,380,52,182
28.0,1:5:5,5,254,100,0
26.0,1:10:10,4,542,64,195
24.0,1:2:2,7,170,30,118
24.0,1:10:10,3,1168,24,887
28.0,1:5:5,4,380,73,102
24.0,1:1:1,6,246,44,137
26.0,1:10:10,2,1207,59,494
25.0,1:5:5,3,890,88,106
24.0,1:10:10,2,1743,57,749
24.0,1:1:1,5,367,11,326
24.0,1:10:10,3,1168,18,957
25.0,1:10:10,1,2200,37,1386
28.0,1:1:1,5,198,27,144
26.0,1:2:2,7,118,52,56
26.0,1:1:1,6,171,41,100
26.0,1:10:10,6,244,67,80
24.0,1:5:5,4,705,10,634
28.0,1:2:2,2,751,54,345
24.0,1:10:10,2,1743,52,836
28.0,1:1:1,1,980,43,558
26.0,1:2:2,4,434,11,386
26.0,1:2:2,8,118,67,38
25.0,1:2:2,8,144,40,86
28.0,1:1:1,7,80,32,54
26.0,1:1:1,7,103,45,56
28.0,1:10:10,4,422,42,244
24.0,1:1:1,7,149,14,128
25.0,1:5:5,2,1327,55,597
28.0,1:2:2,3,503,74,130
26.0,1:10:10,5,363,46,196
24.0,1:1:1,4,548,69,169
25.0,1:5:5,2,1327,42,769
28.0,1:5:5,4,380,79,79
26.0,1:10:10,7,147,47,77
25.0,1:2:2,3,791,31,545
25.0,1:1:1,1,1540,54,708
24.0,1:2:2,5,420,45,231
24.0,1:10:10,6,352,46,190
25.0,1:10:10,7,180,52,86
25.0,1:1:1,5,311,13,270
25.0,1:1:1,3,692,77,159
28.0,1:10:10,7,114,60,45
24.0,1:10:10,3,1168,34,770
25.0,1:10:10,7,180,35,117
25.0,1:1:1,4,464,83,78
24.0,1:10:10,7,212,56,93
25.0,1:1:1,5,311,35,202
26.0,1:1:1,8,103,53,48
24.0,1:1:1,3,818,23,629
28.0,1:2:2,1,1120,77,257
26.0,1:10:10,4,542,80,108
28.0,1:5:5,2,845,73,228
28.0,1:1:1,5,198,75,49
25.0,1:10:10,2,1475,36,944
25.0,1:5:5,7,162,65,56
28.0,1:1:1,4,295,29,209
24.0,1:5:5,1,2340,42,1357
24.0,1:1:1,7,149,52,71
26.0,1:1:1,6,171,56,75
25.0,1:5:5,5,400,40,240
24.0,1:1:1,6,246,48,127
25.0,1:1:1,1,1540,41,908
24.0,1:2:2,3,935,60,374
25.0,1:2:2,7,144,54,66
24.0,1:5:5,5,472,18,387
24.0,1:5:5,5,472,29,335
26.0,1:1:1,2,845,54,388
25.0,1:5:5,5,400,28,288
26.0,1:10:10,2,1207,33,808
25.0,1:10:10,1,2200,35,1430
26.0,1:5:5,7,132,34,87
26.0,1:5:5,4,488,70,146
28.0,1:10:10,3,629,86,88
28.0,1:2:2,8,91,57,39
24.0,1:1:1,7,149,34,98
26.0,1:2:2,1,1440,81,273
25.0,1:2:2,8,144,42,83
25.0,1:1:1,8,126,35,81
28.0,1:5:5,8,103,41,60
28.0,1:10:10,6,189,51,92
28.0,1:1:1,2,657,49,335
26.0,1:5:5,6,219,32,148
25.0,1:10:10,7,180,27,131
28.0,1:10:10,3,629,29,446
28.0,1:5:5,6,171,40,102
25.0,1:2:2,2,1180,26,873
25.0,1:1:1,7,126,7,117
24.0,1:2:2,6,281,45,154
25.0,1:10:10,2,1475,42,855
25.0,1:5:5,8,162,15,137
25.0,1:10:10,6,298,57,128
28.0,1:10:10,3,629,85,94
26.0,1:1:1,8,103,54,47
28.0,1:5:5,4,380,45,209
28.0,1:2:2,8,91,46,49
25.0,1:5:5,6,268,43,152
26.0,1:5:5,5,327,30,228
26.0,1:2:2,3,647,3,627
26.0,1:1:1,1,1260,22,982
26.0,1:2:2,3,647,46,349
28.0,1:10:10,7,114,78,25
25.0,1:1:1,4,464,53,218
26.0,1:1:1,2,845,28,608
25.0,1:2:2,1,1760,28,1267
26.0,1:1:1,1,1260,75,315
25.0,1:5:5,4,596,38,369
26.0,1:5:5,5,327,45,179
24.0,1:2:2,5,420,18,344
25.0,1:10:10,2,1475,32,1002
28.0,1:1:1,2,657,56,289
26.0,1:1:1,3,566,49,288
25.0,1:10:10,6,298,36,190
26.0,1:10:10,2,1207,70,362
28.0,1:10:10,5,283,57,121
25.0,1:5:5,3,890,50,445
26.0,1:5:5,7,132,38,81
26.0,1:2:2,7,118,57,50
28.0,1:10:10,4,422,36,270
26.0,1:1:1,1,1260,43,718
28.0,1:10:10,5,283,31,195
26.0,1:10:10,6,244,67,80
25.0,1:5:5,5,400,57,172
24.0,1:5:5,7,191,50,95
28.0,1:5:5,6,171,30,119
24.0,1:10:10,5,525,45,288
26.0,1:5:5,4,488,83,82
26.0,1:10:10,2,1207,56,531
25.0,1:10:10,8,180,57,77
25.0,1:1:1,3,692,42,401
26.0,1:2:2,5,291,24,221
26.0,1:10:10,1,1800,25,1350
26.0,1:5:5,3,728,67,240
26.0,1:1:1,4,380,56,167
24.0,1:10:10,4,783,49,399
25.0,1:2:2,4,530,91,47
24.0,1:10:10,2,1743,38,1080
26.0,1:5:5,4,488,40,292
26.0,1:2:2,6,195,74,50
24.0,1:1:1,7,149,25,111
26.0,1:5:5,5,327,42,189
25.0,1:2:2,2,1180,79,247
28.0,1:10:10,1,1400,104,-56
26.0,1:1:1,7,103,50,51
26.0,1:10:10,1,1800,61,702
28.0,1:5:5,1,1260,108,-100
24.0,1:5:5,4,705,51,345
24.0,1:2:2,7,170,17,141
25.0,1:2:2,8,144,35,93
26.0,1:10:10,2,1207,50,603
26.0,1:5:5,5,327,63,120
24.0,1:1:1,8,149,38,92
24.0,1:2:2,2,1394,55,627
24.0,1:2:2,1,2080,14,1788
28.0,1:2:2,3,503,67,165
28.0,1:10:10,1,1400,35,910
28.0,1:2:2,1,1120,83,190
28.0,1:10:10,7,114,69,35
28.0,1:2:2,1,1120,83,190
25.0,1:5:5,2,1327,68,424
26.0,1:1:1,6,171,75,42
24.0,1:10:10,4,783,31,540
24.0,1:5:5,8,191,54,87
24.0,1:2:2,8,170,-3,175
25.0,1:2:2,8,144,67,47
24.0,1:10:10,8,212,54,97
24.0,1:10:10,1,2600,47,1378
25.0,1:5:5,7,162,72,45
28.0,1:1:1,3,440,43,250
26.0,1:5:5,6,219,42,127
25.0,1:10:10,8,180,48,93
24.0,1:1:1,3,818,-10,899
28.0,1:5:5,8,103,39,62
26.0,1:1:1,5,254,28,182
26.0,1:5:5,1,1620,26,1198
25.0,1:5:5,8,162,53,76
28.0,1:1:1,3,440,86,61
26.0,1:2:2,2,965,54,443
24.0,1:1:1,4,548,29,389
24.0,1:10:10,4,783,13,681
26.0,1:10:10,3,809,34,533
28.0,1:5:5,4,380,56,167
25.0,1:5:5,1,1980,44,1108
24.0,1:1:1,2,1220,0,1220
24.0,1:10:10,6,352,73,95
24.0,1:5:5,4,705,55,317
26.0,1:1:1,3,566,53,266
28.0,1:1:1,7,80,40,48
28.0,1:5:5,6,171,73,46
24.0,1:2:2,4,626,61,244
28.0,1:5:5,5,254,47,134
28.0,1:10:10,8,114,74,29
25.0,1:2:2,8,144,30,100
24.0,1:10:10,1,2600,18,2132
28.0,1:10:10,3,629,44,352
26.0,1:2:2,2,965,49,492
26.0,1:5:5,6,219,14,188
25.0,1:2:2,4,530,53,249
25.0,1:1:1,2,1032,27,753
26.0,1:10:10,7,147,52,70
26.0,1:5:5,5,327,36,209
26.0,1:1:1,5,254,73,68
25.0,1:1:1,8,126,39,76
28.0,1:2:2,4,337,77,77
26.0,1:10:10,1,1800,26,1332
28.0,1:2:2,1,1120,81,212
26.0,1:1:1,7,103,65,36
24.0,1:2:2,1,2080,4,1996
25.0,1:1:1,3,692,49,352
26.0,1:10:10,6,244,35,158
25.0,1:10:10,5,444,47,235
24.0,1:5:5,6,317,61,123
